"match_id","match_run_time_in_ms","match_run_time","match_time_in_ms","event_id","team_id","from_player_id","player_seq_id","event_order","half_time","category","event_type","event","side","x","x_mirrored","y","y_mirrored","action_type","to_player_id","sequence_type","outcome","outcome_additional","opposition_touch","body_type","direction","pressure","style","style_additional","frame_location","game_state","game_period","game_period_additional","game_involvement","origin","origin_additional","save_type","save_detail","stance","x_frame","y_frame","movement","offering_to_receive_total_units","line_break_direction","line_break_outcome","team_shape","team_unit","team_units_broken","total_team_units","event_end_time_in_ms","x_location_start","x_location_start_mirrored","x_location_end","x_location_end_mirrored","y_location_start","y_location_start_mirrored","y_location_end","y_location_end_mirrored","version","team_name","from_player_name","from_player_shirt_number","to_player_name","to_player_shirt_number"
140965,0,"00:00:00",0,1,1884881,277429,1,1,1,"in_possession","start_restart","kickoff","l",0.5145794153213501,0.5145794153213501,0.49391305446624756,0.49391305446624756,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","v1.1","ARGENTINA","MARIANA LARROQUETTE",19,"",""
140965,0,"00:00:00",0,2,1884881,277429,1,2,1,"in_possession","distribution","pass","l",0.5145794153213501,0.5145794153213501,0.49391305446624756,0.49391305446624756,"",480150,"","possession_complete","","","right_foot","","no_pressure","push","","","","","","","","","","","","","","","","","no_line_break","","","","","",0.5145794153213501,0.5145794153213501,0.4328972101211548,0.4328972101211548,0.49391305446624756,0.49391305446624756,0.5156521797180176,0.5156521797180176,"v1.1","ARGENTINA","MARIANA LARROQUETTE",19,"VANINA PREININGER",5
140965,17,"00:00:00",0,3,0,0,2,1,1,"referee_action","game_period_action","game_period_start","","","","","","","","","","","","","","","","","","","first_half","","","","","","","","","","","","","","","","","","","","","","","","","","","v1.1","TEAM REFEREES","REFEREE","","",""
140965,930,"00:00:00",913,4,1884881,277429,1,3,1,"in_possession","possession_outcome","possession_outcome","l",0.4328972101211548,0.4328972101211548,0.5156521797180176,0.5156521797180176,"","","possession","possession_complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","v1.1","ARGENTINA","MARIANA LARROQUETTE",19,"",""
140965,979,"00:00:00",962,5,1884881,480150,3,1,1,"in_possession","offering_to_receive","no_offer","l",0.4121495187282562,0.4121495187282562,0.5049275159835815,0.5049275159835815,"","","","","","","","","","","","","","","","","","","","","","","","no_movement",3,"","","","","",3,979,"","","","","","","","","v1.1","ARGENTINA","VANINA PREININGER",5,"",""
140965,979,"00:00:00",962,6,1884881,480150,3,2,1,"in_possession","receiving_possession","reception","l",0.4121495187282562,0.4121495187282562,0.5049275159835815,0.5049275159835815,"kickoff","","","","","","","","no_pressure","","","","","","","","","","","","","","","","","","","inside","in_front","",3,"","","","","","","","","","v1.1","ARGENTINA","VANINA PREININGER",5,"",""
140965,1587,"00:00:01",1570,7,1889513,481690,4,1,1,"out_of_possession","defensive_pressure","pressing","r",0.4908411204814911,0.5091588497161865,0.6357970833778381,0.3642028868198395,"","","","","","","","shown_outside","indirect_pressure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","v1.1","DOMINICAN REPUBLIC","MIA ASENJO",9,"",""
140965,2475,"00:00:02",2458,8,1884881,480150,3,3,1,"in_possession","distribution","pass","l",0.40962615609169006,0.40962615609169006,0.5088405609130859,0.5088405609130859,"",461594,"","possession_complete","","","right_foot","","no_pressure","push","","","","","","","","","","","","","","","","","no_line_break","","","","","",0.40962615609169006,0.40962615609169006,0.4652336537837982,0.4652336537837982,0.5088405609130859,0.5088405609130859,0.2737681269645691,0.2737681269645691,"v1.1","ARGENTINA","VANINA PREININGER",5,"ROMINA NUNEZ",7
140965,2604,"00:00:02",2587,9,1889513,481690,4,2,1,"out_of_possession","possession_outcome","possession_outcome","r",0.4728037416934967,0.5271962881088257,0.6176811456680298,0.3823188543319702,"","","possession","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","v1.1","DOMINICAN REPUBLIC","MIA ASENJO",9,"",""
140965,2719,"00:00:02",2702,10,1889513,481688,5,1,1,"out_of_possession","defensive_pressure","pushing_on","r",0.633831799030304,0.36616823077201843,0.42231884598731995,0.5776811838150024,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","v1.1","DOMINICAN REPUBLIC","WINIBIAN PERALTA",7,"",""
140965,3112,"00:00:03",3095,11,1889513,481657,6,1,1,"out_of_possession","defensive_pressure","pushing_on","r",0.5119625926017761,0.4880373775959015,0.37869566679000854,0.6213043332099915,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","v1.1","DOMINICAN REPUBLIC","VANESSA KARA",10,"",""
140965,3830,"00:00:03",3813,12,1889513,481675,7,1,1,"out_of_possession","defensive_pressure","pushing_on","r",0.6804673075675964,0.31953272223472595,0.20884057879447937,0.7911593914031982,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","v1.1","DOMINICAN REPUBLIC","NADIA COLON",5,"",""
140965,4177,"00:00:04",4160,13,1889513,481688,5,2,1,"out_of_possession","possession_outcome","possession_outcome","r",0.6197196245193481,0.38028037548065186,0.35884058475494385,0.6411594152450562,"","","possession","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","v1.1","DOMINICAN REPUBLIC","WINIBIAN PERALTA",7,"",""
