"version","match_id","match_run_time_in_ms","match_run_time","match_time_in_ms","event_id","player_seq_id","event_order","half_time","side","category","event","event_type","action_type","from_player_id","from_player_name","from_player_shirt_number","to_player_id","to_player_name","to_player_shirt_number","team_id","team_name","sequence_type","outcome","outcome_additional","opposition_touch","body_type","direction","pressure","style","style_additional","frame_location","game_state","game_period","game_period_additional","game_involvement","origin","origin_additional","save_type","save_detail","stance","x_frame","y_frame","movement","offering_to_receive_total_units","line_break_direction","line_break_outcome","team_shape","team_unit","team_units_broken","total_team_units","event_end_time_in_ms","x","x_mirrored","y","y_mirrored","x_location_start","x_location_start_mirrored","x_location_end","x_location_end_mirrored","y_location_start","y_location_start_mirrored","y_location_end","y_location_end_mirrored"
"v1.1",131909,4659,"00:00:05",4500,11,6,1,1,"r","in_possession","no_offer","offering_to_receive","",420334,"STABILE ELIANA",3,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","no_movement",2,"","","","","","",4659,0.6676190476190477,0.33238095238095233,0.09823529411764706,0.9017647058823529,"","","","","","","",""
"v1.1",131909,4659,"00:00:05",4500,12,6,2,1,"r","in_possession","reception","receiving_possession","pass",420334,"STABILE ELIANA",3,"","","",1884881,"ARGENTINA","","","","","","","no_pressure","","","","","","","","","","","","","","","","","","","outside","in_front","",2,"",0.6676190476190477,0.33238095238095233,0.09823529411764706,0.9017647058823529,"","","","","","","",""
"v1.1",131909,4679,"00:00:05",4520,13,3,4,1,"r","in_possession","possession_outcome","possession_outcome","",420318,"BENITEZ LORENA",16,"","","",1884881,"ARGENTINA","possession","possession_complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.6606666666666666,0.3393333333333334,0.09838235294117648,0.9016176470588235,"","","","","","","",""
"v1.1",131909,4889,"00:00:05",4730,14,7,1,1,"l","out_of_possession","pushing_on","defensive_pressure","",467085,"DI GUGLIELMO LUCIA",4,"","","",1883722,"ITALY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.398,0.398,0.13602941176470587,0.13602941176470587,"","","","","","","",""
"v1.1",131909,5470,"00:00:06",5311,15,4,3,1,"l","out_of_possession","possession_outcome","possession_outcome","",420238,"BONANSEA BARBARA",8,"","","",1883722,"ITALY","possession","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.6015238095238096,0.6015238095238096,0.13264705882352942,0.13264705882352942,"","","","","","","",""
"v1.1",131909,5480,"00:00:06",5321,16,6,3,1,"r","in_possession","pass","distribution","",420334,"STABILE ELIANA",3,420318,"BENITEZ LORENA",16,1884881,"ARGENTINA","","possession_complete","","","left_foot","","no_pressure","push","","","","","","","","","","","","","","","","","no_line_break","","","","","",0.6642857142857143,0.33571428571428574,0.09426470588235294,0.9057352941176471,0.6642857142857143,0.33571428571428574,0.5991428571428571,0.4008571428571429,0.09426470588235294,0.9057352941176471,0.2036764705882353,0.7963235294117648
"v1.1",131909,5500,"00:00:06",5341,17,8,1,1,"l","out_of_possession","pushing_on","defensive_pressure","",378008,"GIUGLIANO MANUELA",6,"","","",1883722,"ITALY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.47485714285714287,0.47485714285714287,0.28205882352941175,0.28205882352941175,"","","","","","","",""
"v1.1",131909,5539,"00:00:06",5380,18,9,1,1,"l","out_of_possession","pushing_on","defensive_pressure","",467062,"DRAGONI GIULIA",16,"","","",1883722,"ITALY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.552,0.552,0.4048529411764706,0.4048529411764706,"","","","","","","",""
"v1.1",131909,6419,"00:00:07",6260,19,8,2,1,"l","out_of_possession","pressing","defensive_pressure","",378008,"GIUGLIANO MANUELA",6,"","","",1883722,"ITALY","","","","","","shown_outside","indirect_pressure","","","","","","","","","","","","","","","","","","","","","","","",0.49685714285714283,0.49685714285714283,0.25926470588235295,0.25926470588235295,"","","","","","","",""
"v1.1",131909,6429,"00:00:07",6270,20,6,4,1,"r","in_possession","possession_outcome","possession_outcome","",420334,"STABILE ELIANA",3,"","","",1884881,"ARGENTINA","possession","possession_complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.5991428571428571,0.4008571428571429,0.2036764705882353,0.7963235294117648,"","","","","","","",""
"v1.1",131909,6440,"00:00:07",6281,21,5,2,1,"r","in_possession","reception","receiving_possession","pass",420318,"BENITEZ LORENA",16,"","","",1884881,"ARGENTINA","","","","","","","no_pressure","","","","","","","","","","","","","","","","","","","inside","in_front","",2,"",0.5825714285714285,0.4174285714285715,0.2525,0.7475,"","","","","","","",""
"v1.1",131909,6519,"00:00:07",6360,22,9,2,1,"l","out_of_possession","pressing","defensive_pressure","",467062,"DRAGONI GIULIA",16,"","","",1883722,"ITALY","","","","","","from_behind","indirect_pressure","","","","","","","","","","","","","","","","","","","","","","","",0.5605714285714286,0.5605714285714286,0.3573529411764706,0.3573529411764706,"","","","","","","",""
"v1.1",131909,7389,"00:00:08",7230,23,10,1,1,"r","in_possession","offer","offering_to_receive","",277429,"LARROQUETTE MARIANA",19,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","out_to_in",2,"","","outside","between_1_2","","",10090,0.4022857142857143,0.5977142857142856,0.37941176470588234,0.6205882352941177,0.41241,0.5875900000000001,0.40885714285714286,0.5911428571428572,0.17417,0.8258300000000001,0.21411764705882352,0.7858823529411765
"v1.1",131909,7690,"00:00:08",7531,24,7,2,1,"nan","out_of_possession","possession_outcome","possession_outcome","",467085,"DI GUGLIELMO LUCIA",4,"","","",1883722,"ITALY","possession","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.4674285714285714,0.4674285714285714,0.07823529411764706,0.07823529411764706,"","","","","","","",""
"v1.1",131909,7879,"00:00:08",7720,25,5,3,1,"r","in_possession","pass","distribution","",420318,"BENITEZ LORENA",16,330067,"BANINI ESTEFANIA",22,1884881,"ARGENTINA","","possession_complete","","","right_foot","","indirect_pressure","push","","","","","","","","","","","","","","","","","no_line_break","","","","","",0.5705714285714286,0.4294285714285714,0.19941176470588234,0.8005882352941176,0.5705714285714286,0.4294285714285714,0.5295238095238095,0.4704761904761905,0.19941176470588234,0.8005882352941176,0.07367647058823529,0.9263235294117647
"v1.1",131909,7889,"00:00:08",7730,26,8,3,1,"l","out_of_possession","possession_outcome","possession_outcome","",378008,"GIUGLIANO MANUELA",6,"","","",1883722,"ITALY","possession","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.5317142857142857,0.5317142857142857,0.21191176470588236,0.21191176470588236,"","","","","","","",""
"v1.1",131909,7919,"00:00:08",7760,27,9,3,1,"l","out_of_possession","possession_outcome","possession_outcome","",467062,"DRAGONI GIULIA",16,"","","",1883722,"ITALY","possession","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.5596190476190476,0.5596190476190476,0.2726470588235294,0.2726470588235294,"","","","","","","",""
"v1.1",131909,8220,"00:00:08",8061,28,11,1,1,"l","out_of_possession","pushing_on","defensive_pressure","",467085,"DI GUGLIELMO LUCIA",4,"","","",1883722,"ITALY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.46923809523809523,0.46923809523809523,0.06911764705882353,0.06911764705882353,"","","","","","","",""
"v1.1",131909,9120,"00:00:09",8961,29,12,1,1,"r","in_possession","no_offer","offering_to_receive","",330067,"BANINI ESTEFANIA",22,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","no_movement",3,"","","","","","",9120,0.5277142857142857,0.4722857142857143,0.021176470588235293,0.9788235294117648,"","","","","","","",""
"v1.1",131909,9120,"00:00:09",8961,30,12,2,1,"r","in_possession","reception","receiving_possession","pass",330067,"BANINI ESTEFANIA",22,"","","",1884881,"ARGENTINA","","","","","","","indirect_pressure","","","","","","","","","","","","","","","","","","","inside","between_1_2","",3,"",0.5277142857142857,0.4722857142857143,0.021176470588235293,0.9788235294117648,"","","","","","","",""
"v1.1",131909,9129,"00:00:09",8970,31,5,4,1,"r","in_possession","possession_outcome","possession_outcome","",420318,"BENITEZ LORENA",16,"","","",1884881,"ARGENTINA","possession","possession_complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.5295238095238095,0.4704761904761905,0.07367647058823529,0.9263235294117647,"","","","","","","",""
"v1.1",131909,9179,"00:00:09",9020,32,11,2,1,"l","out_of_possession","pressing","defensive_pressure","",467085,"DI GUGLIELMO LUCIA",4,"","","",1883722,"ITALY","","","","","","neutral","indirect_pressure","","","","","","","","","","","","","","","","","","","","","","","",0.49238095238095236,0.49238095238095236,0.04058823529411765,0.04058823529411765,"","","","","","","",""
"v1.1",131909,9330,"00:00:10",9171,33,13,1,1,"r","in_possession","offer","offering_to_receive","",420318,"BENITEZ LORENA",16,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","in_front",3,"","","inside","in_front","","",11379,0.5411428571428571,0.45885714285714285,0.1413235294117647,0.8586764705882353,0.5893,0.41069999999999995,0.587047619047619,0.41295238095238096,0.12638,0.8736200000000001,0.10720588235294118,0.8927941176470588
"v1.1",131909,9480,"00:00:10",9321,34,14,1,1,"r","in_possession","offer","offering_to_receive","",420334,"STABILE ELIANA",3,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","no_movement",3,"","","outside","between_2_3","","",11980,0.5921904761904762,0.40780952380952384,0.02,0.98,0.42755,0.57245,0.4663809523809524,0.5336190476190477,0.07144,0.92856,0.015441176470588236,0.9845588235294118
"v1.1",131909,9820,"00:00:10",9661,35,15,1,1,"r","in_possession","offer","offering_to_receive","",357674,"BONSEGUNDO FLORENCIA",15,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","in_between",3,"","","inside","between_2_3","","",11649,0.5097142857142857,0.4902857142857143,0.24794117647058825,0.7520588235294118,0.46864,0.53136,0.4825714285714286,0.5174285714285713,0.1939,0.8061,0.14338235294117646,0.8566176470588236
"v1.1",131909,10090,"00:00:10",9931,36,10,2,1,"nan","in_possession","possession_outcome","possession_outcome","",277429,"LARROQUETTE MARIANA",19,"","","",1884881,"ARGENTINA","attacking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.40885714285714286,0.40885714285714286,0.21411764705882352,0.21411764705882352,"","","","","","","",""
"v1.1",131909,10320,"00:00:11",10161,37,16,1,1,"r","in_possession","offer","offering_to_receive","",420324,"FALFAN DAIANA",8,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","no_movement",3,"","","outside","between_1_2","","",11649,0.545047619047619,0.454952380952381,0.36308823529411766,0.6369117647058824,0.54385,0.45615000000000006,0.5298095238095238,0.47019047619047616,0.37223,0.6277699999999999,0.3497058823529412,0.6502941176470588
"v1.1",131909,10870,"00:00:11",10711,38,12,3,1,"r","in_possession","pass","distribution","",330067,"BANINI ESTEFANIA",22,357674,"BONSEGUNDO FLORENCIA",15,1884881,"ARGENTINA","","possession_complete","","","right_foot","","indirect_pressure","push","","","","","","","","","","","","","","","","through","line_break_complete","inside","","2",3,"",0.5351428571428571,0.46485714285714286,0.05617647058823529,0.9438235294117647,0.5351428571428571,0.46485714285714286,0.47904761904761906,0.520952380952381,0.05617647058823529,0.9438235294117647,0.1489705882352941,0.8510294117647059
"v1.1",131909,10879,"00:00:11",10720,39,11,3,1,"l","out_of_possession","possession_outcome","possession_outcome","",467085,"DI GUGLIELMO LUCIA",4,"","","",1883722,"ITALY","possession","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.5202857142857142,0.5202857142857142,0.06852941176470588,0.06852941176470588,"","","","","","","",""
"v1.1",131909,11379,"00:00:12",11220,40,13,2,1,"r","in_possession","possession_outcome","possession_outcome","",420318,"BENITEZ LORENA",16,"","","",1884881,"ARGENTINA","attacking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.587047619047619,0.41295238095238096,0.10720588235294118,0.8927941176470588,"","","","","","","",""
"v1.1",131909,11620,"00:00:12",11461,41,12,4,1,"r","in_possession","possession_outcome","possession_outcome","",330067,"BANINI ESTEFANIA",22,"","","",1884881,"ARGENTINA","possession","possession_complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.47904761904761906,0.520952380952381,0.1489705882352941,0.8510294117647059,"","","","","","","",""
"v1.1",131909,11649,"00:00:12",11490,42,15,2,1,"r","in_possession","reception","receiving_possession","pass",357674,"BONSEGUNDO FLORENCIA",15,"","","",1884881,"ARGENTINA","","","","","","","indirect_pressure","","","","","","","","","","","","","","","","","","","inside","between_2_3","",3,"",0.4825714285714286,0.5174285714285713,0.14338235294117646,0.8566176470588236,"","","","","","","",""
"v1.1",131909,11649,"00:00:12",11490,43,15,3,1,"r","in_possession","pass","distribution","",357674,"BONSEGUNDO FLORENCIA",15,420334,"STABILE ELIANA",3,1884881,"ARGENTINA","","possession_complete","","","right_foot","","indirect_pressure","push","","","","","","","","","","","","","","","","","no_line_break","","","","","",0.4825714285714286,0.5174285714285713,0.14338235294117646,0.8566176470588236,0.4825714285714286,0.5174285714285713,0.39495238095238094,0.6050476190476191,0.14338235294117646,0.8566176470588236,0.10029411764705883,0.8997058823529411
"v1.1",131909,11649,"00:00:12",11490,44,16,2,1,"r","in_possession","possession_outcome","possession_outcome","",420324,"FALFAN DAIANA",8,"","","",1884881,"ARGENTINA","attacking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.5298095238095238,0.47019047619047616,0.3497058823529412,0.6502941176470588,"","","","","","","",""
"v1.1",131909,11980,"00:00:12",11821,45,14,2,1,"r","in_possession","possession_outcome","possession_outcome","",420334,"STABILE ELIANA",3,"","","",1884881,"ARGENTINA","attacking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.4663809523809524,0.5336190476190477,0.015441176470588236,0.9845588235294118,"","","","","","","",""
"v1.1",131909,13460,"00:00:14",13301,46,17,1,1,"l","out_of_possession","pressing","defensive_pressure","",420242,"CARUSO ARIANNA",18,"","","",1883722,"ITALY","","","","","","neutral","direct_pressure","","","","","","","","","","","","","","","","","","","","","","","",0.4076190476190476,0.4076190476190476,0.0961764705882353,0.0961764705882353,"","","","","","","",""
"v1.1",131909,13509,"00:00:14",13350,47,15,4,1,"r","in_possession","possession_outcome","possession_outcome","",357674,"BONSEGUNDO FLORENCIA",15,"","","",1884881,"ARGENTINA","possession","possession_complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.39495238095238094,0.6050476190476191,0.10029411764705883,0.8997058823529411,"","","","","","","",""
"v1.1",131909,13519,"00:00:14",13360,48,18,1,1,"r","in_possession","no_offer","offering_to_receive","",420334,"STABILE ELIANA",3,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","no_movement",2,"","","","","","",13519,0.39885714285714285,0.6011428571428572,0.08397058823529412,0.9160294117647059,"","","","","","","",""
"v1.1",131909,13519,"00:00:14",13360,49,18,2,1,"r","in_possession","reception","receiving_possession","pass",420334,"STABILE ELIANA",3,"","","",1884881,"ARGENTINA","","","","","","","indirect_pressure","","","","","","","","","","","","","","","","","","","inside","between_1_2","",2,"",0.39885714285714285,0.6011428571428572,0.08397058823529412,0.9160294117647059,"","","","","","","",""
"v1.1",131909,13879,"00:00:14",13720,50,17,2,1,"l","out_of_possession","foul_against","possession_outcome","",420242,"CARUSO ARIANNA",18,"","","",1883722,"ITALY","","possession_out_of_play_interrupted","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.38,0.38,0.12764705882352942,0.12764705882352942,"","","","","","","",""
"v1.1",131909,13960,"00:00:14",13801,51,18,3,1,"r","in_possession","foul_for","possession_outcome","",420334,"STABILE ELIANA",3,"","","",1884881,"ARGENTINA","possession","possession_out_of_play_interrupted","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.3779047619047619,0.622095238095238,0.13,0.87,"","","","","","","",""
"v1.1",131909,29090,"00:00:29",28931,52,19,1,1,"r","in_possession","offer","offering_to_receive","",357674,"BONSEGUNDO FLORENCIA",15,"","","",1884881,"ARGENTINA","","","","","","","","in_front_of_final_unit","","","","","","","","","","","","","","in_behind",3,"","","outside","in_behind","","",33299,0.2877142857142857,0.7122857142857143,0.20602941176470588,0.7939705882352941,0.14625,0.85375,0.18009523809523809,0.8199047619047619,0.11322,0.88678,0.06632352941176471,0.9336764705882353
"v1.1",131909,33299,"00:00:34",33140,53,19,2,1,"r","in_possession","possession_outcome","possession_outcome","",357674,"BONSEGUNDO FLORENCIA",15,"","","",1884881,"ARGENTINA","attacking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.18009523809523809,0.8199047619047619,0.06632352941176471,0.9336764705882353,"","","","","","","",""
"v1.1",131909,46580,"00:00:47",46421,54,20,1,1,"r","in_possession","freekick","set_play","direct",420334,"STABILE ELIANA",3,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.3597142857142857,0.6402857142857143,0.1413235294117647,0.8586764705882353,"","","","","","","",""
"v1.1",131909,46580,"00:00:47",46421,55,20,2,1,"r","in_possession","cross","distribution","",420334,"STABILE ELIANA",3,357688,"COMETTI ALDANA",6,1884881,"ARGENTINA","","possession_complete","","","left_foot","","no_pressure","lofted","","","","","","","freekick","","","","","","","","","","no_line_break","","","","","",0.3597142857142857,0.6402857142857143,0.1413235294117647,0.8586764705882353,0.3597142857142857,0.6402857142857143,0.14047619047619048,0.8595238095238096,0.1413235294117647,0.8586764705882353,0.6282352941176471,0.3717647058823529
"v1.1",131909,49009,"00:00:49",48850,56,20,3,1,"r","in_possession","possession_outcome","possession_outcome","",420334,"STABILE ELIANA",3,"","","",1884881,"ARGENTINA","possession","possession_complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.14047619047619048,0.8595238095238096,0.6282352941176471,0.3717647058823529,"","","","","","","",""
"v1.1",131909,49019,"00:00:49",48860,57,21,1,1,"r","in_possession","no_offer","offering_to_receive","",357688,"COMETTI ALDANA",6,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","no_movement",2,"","","","","","",49019,0.13923809523809524,0.8607619047619047,0.6419117647058824,0.3580882352941176,"","","","","","","",""
"v1.1",131909,49019,"00:00:49",48860,58,21,2,1,"r","in_possession","reception","receiving_possession","freekick",357688,"COMETTI ALDANA",6,"","","",1884881,"ARGENTINA","","","","","","","no_pressure","","","","","","","","","","","","","","","","","","","outside","in_front","",2,"",0.13923809523809524,0.8607619047619047,0.6419117647058824,0.3580882352941176,"","","","","","","",""
"v1.1",131909,49019,"00:00:49",48860,59,21,3,1,"r","in_possession","pass","distribution","",357688,"COMETTI ALDANA",6,277429,"LARROQUETTE MARIANA",19,1884881,"ARGENTINA","","possession_complete","","","head","","no_pressure","lofted","","","","","","","","","","","","","","","","","no_line_break","","","","","",0.13923809523809524,0.8607619047619047,0.6419117647058824,0.3580882352941176,0.13923809523809524,0.8607619047619047,0.11771428571428572,0.8822857142857143,0.6419117647058824,0.3580882352941176,0.4919117647058823,0.5080882352941176
"v1.1",131909,50779,"00:00:51",50620,60,21,4,1,"r","in_possession","possession_outcome","possession_outcome","",357688,"COMETTI ALDANA",6,"","","",1884881,"ARGENTINA","possession","possession_complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.11771428571428572,0.8822857142857143,0.4919117647058823,0.5080882352941176,"","","","","","","",""
"v1.1",131909,50840,"00:00:51",50681,61,22,1,1,"r","in_possession","no_offer","offering_to_receive","",277429,"LARROQUETTE MARIANA",19,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","no_movement",2,"","","","","","",50840,0.09542857142857143,0.9045714285714286,0.4638235294117647,0.5361764705882353,"","","","","","","",""
"v1.1",131909,50840,"00:00:51",50681,62,22,2,1,"r","in_possession","reception","receiving_possession","pass",277429,"LARROQUETTE MARIANA",19,"","","",1884881,"ARGENTINA","","","","","","","indirect_pressure","","","","","","","","","","","","","","","","","","","inside","between_1_2","",2,"",0.09542857142857143,0.9045714285714286,0.4638235294117647,0.5361764705882353,"","","","","","","",""
"v1.1",131909,51029,"00:00:51",50870,63,23,1,1,"l","out_of_possession","pressing","defensive_pressure","",377971,"BOATTIN LISA",17,"","","",1883722,"ITALY","","","","","","shown_outside","indirect_pressure","","","","","","","","","","","","","","","","","","","","","","","",0.1321904761904762,0.1321904761904762,0.5038235294117647,0.5038235294117647,"","","","","","","",""
"v1.1",131909,51580,"00:00:52",51421,64,23,2,1,"l","out_of_possession","possession_outcome","possession_outcome","",377971,"BOATTIN LISA",17,"","","",1883722,"ITALY","possession","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.1377142857142857,0.1377142857142857,0.4938235294117647,0.4938235294117647,"","","","","","","",""
"v1.1",131909,51580,"00:00:52",51421,65,24,1,1,"l","out_of_possession","goal_prevention","goal_keeping","no_save_attempt",377961,"DURANTE FRANCESCA",22,"","","",1883722,"ITALY","","complete","","","","","no_pressure","","","","direct_free_kick","","","","attempt_at_goal","off_target","","","set","","","","","","","","","","",52730,0.013523809523809523,0.013523809523809523,0.4860294117647059,0.4860294117647059,0.013523809523809523,0.013523809523809523,0.014095238095238095,0.014095238095238095,0.4860294117647059,0.4860294117647059,0.48220588235294115,0.48220588235294115
"v1.1",131909,51590,"00:00:52",51431,66,22,3,1,"r","in_possession","attempt_at_goal","distribution","",277429,"LARROQUETTE MARIANA",19,"","","",1884881,"ARGENTINA","","off_target","","","right_foot","","indirect_pressure","","","","","","","","","","","","",0.73059,0.34539,"","","","","","","","","",0.10923809523809523,0.8907619047619048,0.45338235294117646,0.5466176470588235,0.10923809523809523,0.8907619047619048,0.05904761904761905,0.940952380952381,0.45338235294117646,0.5466176470588235,0.5345588235294118,0.46544117647058825
"v1.1",131909,52730,"00:00:53",52571,67,24,2,1,"l","out_of_possession","possession_outcome","possession_outcome","",377961,"DURANTE FRANCESCA",22,"","","",1883722,"ITALY","possession","no_contact","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.06371428571428571,0.06371428571428571,0.53,0.53,"","","","","","","",""
"v1.1",131909,52799,"00:00:53",52640,68,22,4,1,"r","in_possession","possession_outcome","possession_outcome","",277429,"LARROQUETTE MARIANA",19,"","","",1884881,"ARGENTINA","possession","possession_out_of_play_lost","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.05904761904761905,0.940952380952381,0.5345588235294118,0.46544117647058825,"","","","","","","",""
"v1.1",131909,66919,"00:01:07",66760,69,25,1,1,"l","in_possession","goalkick","start_restart","",357527,"SALVAI CECILIA",23,"","","",1883722,"ITALY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.048095238095238094,0.048095238095238094,0.6445588235294117,0.6445588235294117,"","","","","","","",""
"v1.1",131909,66919,"00:01:07",66760,70,25,2,1,"l","in_possession","pass","distribution","",357527,"SALVAI CECILIA",23,377961,"DURANTE FRANCESCA",22,1883722,"ITALY","","possession_complete","","","left_foot","","no_pressure","push","","","","","","","","","","","","","","","","","no_line_break","","","","","",0.048095238095238094,0.048095238095238094,0.6445588235294117,0.6445588235294117,0.048095238095238094,0.048095238095238094,0.040857142857142856,0.040857142857142856,0.6445588235294117,0.6445588235294117,0.5536764705882353,0.5536764705882353
