"version","match_id","match_run_time_in_ms","match_run_time","match_time_in_ms","event_id","player_seq_id","event_order","half_time","side","category","event","event_type","action_type","from_player_id","from_player_name","from_player_shirt_number","to_player_id","to_player_name","to_player_shirt_number","team_id","team_name","sequence_type","outcome","outcome_additional","opposition_touch","body_type","direction","pressure","style","style_additional","frame_location","game_state","game_period","game_period_additional","game_involvement","origin","origin_additional","save_type","save_detail","stance","x_frame","y_frame","movement","offering_to_receive_total_units","line_break_direction","line_break_outcome","team_shape","team_unit","team_units_broken","total_team_units","event_end_time_in_ms","x","x_mirrored","y","y_mirrored","x_location_start","x_location_start_mirrored","x_location_end","x_location_end_mirrored","y_location_start","y_location_start_mirrored","y_location_end","y_location_end_mirrored"
"v1.1",131910,0,"00:00:00",-289,1,1,1,1,"","referee_action","game_period_start","game_period_action","",0,"REFEREE","","","","",0,"TEAM REFEREES","","","","","","","","","","","","first_half","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"v1.1",131910,289,"00:00:01",0,2,2,1,1,"l","in_possession","kickoff","start_restart","",461584,"GRAMAGLIA PAULINA",9,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.4999047619047619,0.4999047619047619,0.49573529411764705,0.49573529411764705,"","","","","","","",""
"v1.1",131910,289,"00:00:01",0,3,2,2,1,"l","in_possession","pass","distribution","",461584,"GRAMAGLIA PAULINA",9,420318,"BENITEZ LORENA",16,1884881,"ARGENTINA","","possession_complete","","","right_foot","","no_pressure","push","","","","","","","","","","","","","","","","","no_line_break","","","","","",0.4999047619047619,0.4999047619047619,0.49573529411764705,0.49573529411764705,0.4999047619047619,0.4999047619047619,0.3559047619047619,0.3559047619047619,0.49573529411764705,0.49573529411764705,0.5347058823529411,0.5347058823529411
"v1.1",131910,1389,"00:00:02",1100,4,3,1,1,"l","in_possession","no_offer","offering_to_receive","",420318,"BENITEZ LORENA",16,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","no_movement",2,"","","","","","",1389,0.3559047619047619,0.3559047619047619,0.5347058823529411,0.5347058823529411,"","","","","","","",""
"v1.1",131910,1389,"00:00:02",1100,5,3,2,1,"l","in_possession","reception","receiving_possession","kickoff",420318,"BENITEZ LORENA",16,"","","",1884881,"ARGENTINA","","","","","","","no_pressure","","","","","","","","","","","","","","","","","","","inside","in_front","",2,"",0.3559047619047619,0.3559047619047619,0.5347058823529411,0.5347058823529411,"","","","","","","",""
"v1.1",131910,1429,"00:00:02",1140,6,2,3,1,"l","in_possession","possession_outcome","possession_outcome","",461584,"GRAMAGLIA PAULINA",9,"","","",1884881,"ARGENTINA","possession","possession_complete","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.3559047619047619,0.3559047619047619,0.5347058823529411,0.5347058823529411,"","","","","","","",""
"v1.1",131910,1980,"00:00:02",1691,7,4,1,1,"r","out_of_possession","pushing_on","defensive_pressure","",395378,"RAMALEPE LEBOHANG",2,"","","",1885031,"SOUTH AFRICA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.6131428571428571,0.3868571428571429,0.7626470588235295,0.23735294117647054,"","","","","","","",""
"v1.1",131910,2350,"00:00:03",2061,8,3,3,1,"l","in_possession","pass","distribution","",420318,"BENITEZ LORENA",16,420334,"STABILE ELIANA",3,1884881,"ARGENTINA","","possession_complete","","","right_foot","","no_pressure","push","","","","","","","","","","","","","","","","","no_line_break","","","","","",0.3487619047619048,0.3487619047619048,0.5660294117647059,0.5660294117647059,0.3487619047619048,0.3487619047619048,0.27923809523809523,0.27923809523809523,0.5660294117647059,0.5660294117647059,0.8773529411764706,0.8773529411764706
"v1.1",131910,3100,"00:00:03",2811,9,5,1,1,"r","out_of_possession","pushing_on","defensive_pressure","",356922,"JANE REFILOE",15,"","","",1885031,"SOUTH AFRICA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.5007619047619047,0.49923809523809526,0.6039705882352941,0.39602941176470585,"","","","","","","",""
"v1.1",131910,4029,"00:00:04",3740,10,6,1,1,"l","in_possession","offer","offering_to_receive","",357674,"BONSEGUNDO FLORENCIA",15,"","","",1884881,"ARGENTINA","","","","","","","","","","","","","","","","","","","","","","in_front",3,"","","outside","between_1_2","","",8179,0.4804761904761905,0.4804761904761905,0.9442647058823529,0.9442647058823529,0.41978,0.41978,0.385047619047619,0.385047619047619,0.932,0.932,0.9904411764705883,0.9904411764705883
